Título do Livro,Autor,Quantidade de Páginas,Tempo de Leitura,Nota Média,Leram,Lendo,Querem,Relendo,Abandonos,Resenhas,Favoritos,Avaliaram
Feliz Dia Novo  -,Irineu Toledo,160 páginas,5h 20m,4.4,39,6,69,2,0,1,1,22
Fazendo as pazes com a vida -,Iyanla Vanzant,304 páginas,10h 8m,3.8,29,4,63,0,0,0,3,16
Estou com Sorte - As confissões do funcionário número 59 do Google,Douglas Edwards,477 páginas,15h 54m,3.6,202,34,498,1,32,28,20,128
"Conselho de Amiga - Se não dá para confiar em seus amigos, em quem confiar?",Siobhan Vivian,224 páginas,7h 28m,2.8,1238,37,975,3,96,152,32,855
Clarke -,Rafael Lovato,280 páginas,9h 20m,4,49,4,126,1,1,11,11,38
Caminhos de Sangue (Dustlands  #1) - Dustlands - Livro 1,Moira Young,352 páginas,11h 44m,4.1,1652,38,1933,5,87,94,273,1223
Bendito Maldito -,Newton Cesar,216 páginas,7h 12m,3.3,112,3,105,0,4,1,3,77
Ausência -,Flavia Cristina Simonelli,280 páginas,9h 20m,3.6,146,21,1033,0,5,30,13,121
A fé nos negócios -,Dave Anderson,195 páginas,6h 30m,4.3,39,8,66,0,1,0,3,19
Segredos De Um Rato De Laboratório: Meninas Não Entram (cachorros Tudo Bem!),Trudi Trueit,144 páginas,4h 48m,5,1,0,0,0,0,0,0,1
Stolen - Raptada: Carta ao meu sequestrador,Lucy Christopher,368 páginas,12h 16m,4,2880,46,2327,8,85,155,458,2081
Sou uma mulher inteligente porque... -,Steven Carter,80 páginas,2h 40m,3.5,2,5,30,0,0,1,4,23
Os segredos dos casais inteligentes -,Gustavo Cerbasi,160 páginas,5h 20m,4.1,517,42,874,3,22,22,23,324
O Livro de Julieta - Uma menina com síndrome de Down e A ternura de sua mãe,Cristina Sánchez-Andrade,149 páginas,4h 58m,3.8,486,13,513,0,8,37,38,329
O iluminado -,Stephen King,464 páginas,15h 28m,4.4,82417,7004,75603,187,2578,6182,4066,50040
Nós Somos os Senhores do Clima -,Tim Flannery,272 páginas,9h 4m,4.3,24,4,131,0,4,0,2,12
Mermaid - Uma reviravolta no conto original,Carolyn Turgeon,336 páginas,11h 12m,3.6,401,15,708,2,25,25,33,316
Em comunhão com a vida -,Eckhart Tolle,144 páginas,4h 48m,4.3,27,14,180,0,2,2,3,10
Branca de Neve e o Caçador -,Lily Blake,208 páginas,6h 56m,3.5,10677,218,4848,12,280,460,481,6845
A Próxima Década - Onde estamos... e para onde iremos,George Friedman,290 páginas,9h 40m,3.8,46,4,139,0,5,0,5,36
A Filha da Minha Mãe e Eu - Mesmo quem nos ama às vezes não consegue ver quem realmente somos,Maria Fernanda Guerreiro,272 páginas,9h 4m,3.8,902,22,1505,2,16,149,73,657
Steve Jobs - O homem que pensava diferente,Karen Blumenthal,256 páginas,8h 32m,4.2,274,25,332,1,8,8,27,148
Reinvente sua empresa - Mude sua maneira de trabalhar,David Heinemeier Hansson,192 páginas,6h 24m,4.2,263,12,400,5,5,10,31,176
Ponto Cego - Romance Policial,Felipe Colbert,352 páginas,11h 44m,4,280,20,623,0,4,33,16,226
"Ouro, Fogo & Megabytes (O Legado Folclórico #1) - O Legado Folclórico - Livro 01",Felipe Castilho,288 páginas,9h 36m,4.3,650,52,769,3,14,78,99,482
Oscar Wilde Para Inquietos - 99 máximas de um dos maiores gênios da literatura para viver com autenticidade e paixão,Allan Percy,128 páginas,4h 16m,3.6,1157,51,815,3,24,44,50,679
Os sonhos do meu bebê -,Adele Enersen,48 páginas,1h 36m,3.9,15,1,12,0,0,2,1,13
O Ramo de Prata - A Águia da Nona #02,Rosemary Sutcliff,320 páginas,10h 40m,4,14,0,136,0,1,0,1,7
O Mistério do Rio das Rosas Brancas -,Kizzy Ysatis,152 páginas,5h 4m,3.8,64,5,172,0,3,4,7,46
Nas sombras - Shade #1,Jeri Smith-Ready,336 páginas,11h 12m,3.8,499,4,837,0,16,50,40,379
Meu livrinho vermelho -,Rachel Kauder Nalebuff,256 páginas,8h 32m,4.1,85,10,186,0,7,11,10,61
Mediando Conflitos no Relacionamento a Dois -,Suely Buriasco,192 páginas,6h 24m,3.3,7,2,42,0,0,0,1,4
"Marília de Dirceu: A musa, a Inconfidência e a vida privada em Ouro Preto no século XVIII -",Staël Gontijo,264 páginas,8h 48m,4.6,25,3,28,0,0,1,5,13
Laços de Amor Eterno -,James Van Praagh,206 páginas,6h 52m,4,308,9,246,1,9,10,27,184
Estremecer -,Peter Leonard,272 páginas,9h 4m,3.1,137,3,455,1,14,9,4,104
Cookie com caldo de picles -,Julie Sternberg,128 páginas,4h 16m,4,82,0,6,0,0,5,1,50
Agente Amélia  - Vacas Zumbis!,Michael Broad,144 páginas,4h 48m,3.8,57,1,10,1,0,3,1,34
A linguagem corporal do amor -,"Barbara Pease , Allan Pease",128 páginas,4h 16m,3.3,524,51,714,9,11,18,10,301
Vencer é ser você - Entenda por que a gente é do jeito que a gente é para progredir na carreira e nos negócios,Eduardo Ferraz,176 páginas,5h 52m,4,87,16,196,1,2,7,3,52
Transformando erros em lucro -,Ralph Heath,208 páginas,6h 56m,3.8,8,3,41,0,1,2,2,5
Todo dia é dia de ter fé -,Gilberto Cabeggi,96 páginas,3h 12m,3.7,9,1,49,0,0,0,2,6
Pinóquio -,Carlo Collodi,192 páginas,6h 24m,3.9,7008,360,3947,17,123,576,94,4465
O Sonho de Eva - Dormir pode ser um jogo perigoso,Chico Anes,304 páginas,10h 8m,3.8,1619,64,1665,3,97,217,141,1269
O poder da adaptação -,M. J. Ryan,192 páginas,6h 24m,3.8,59,9,141,0,5,2,4,29
O Mensageiro Milionário -,Brendon Burchard,208 páginas,6h 56m,4.1,384,82,1226,2,13,35,37,258
O Diário de um Mago -,Paulo Coelho,240 páginas,8h 0m,3.5,64479,609,4637,58,1271,523,59,18138
Nunca Diga Adeus -,Doug Magee,240 páginas,8h 0m,3.6,613,19,747,1,13,42,23,388
Garota Replay - O que você faria se encontrasse você mesma?,Tammy Luciano,144 páginas,4h 48m,3.5,2097,49,881,3,55,320,89,1504
"Foi ele que começou, mãe! - Como os pais podem tornar seus filhos grandes amigos",Sacha Baveystock,200 páginas,6h 40m,3.9,9,1,15,0,0,4,1,8
"Faça todo mundo gostar de você em 90 segundos - Como transformar a primeira impressão em relacionamentos significantes na vida, no trabalho e no amor",Nicholas Boothman,192 páginas,6h 24m,3.3,51,33,441,3,7,1,9,30
"A Família Empresária - Organizando as relações de afeto, poder e dinheiro por meio da governança corporativa","Josenice Blumenthal, Herbert Steinberg",200 páginas,6h 40m,3.3,5,1,34,0,1,0,0,4
A Carícia Essencial - Viva bem com as pessoas que você ama,Roberto Shinyashiki,136 páginas,4h 32m,3.8,197,16,130,2,6,8,13,100
Você Nunca se Satisfaz  (Gossip Girl: Os Carlyles #02) - Volume 2 - Você nunca se satisfaz,Cecily von Ziegesar,256 páginas,8h 32m,3.7,262,8,574,0,7,5,13,138
Uma pitada de coragem -,BTG,104 páginas,3h 28m,4.2,140,2,151,0,0,7,19,90
Um momento de meditação -,Martin Boroson,176 páginas,5h 52m,3.9,16,7,114,0,2,1,1,11
Sem Promessa de Amanhã  - (Primeiros Sucessos 19),Nora Roberts,288 páginas,9h 36m,3.8,109,4,162,2,1,3,3,100
Seja Grande -,"Judith H. Katz, Frederick A. Miller",96 páginas,3h 12m,3.6,16,2,45,0,0,0,0,9
Revelações (Beijada Por Um Anjo #5) - Beijada por um Anjo 5,Elizabeth Chandler,319 páginas,10h 38m,3.8,5761,77,3884,5,94,129,390,3146
Onze minutos -,Paulo Coelho,240 páginas,8h 0m,3.7,30618,309,3498,42,554,432,98,13560
"Nos Bastidores da TV - Duda, Jacaré e Cia - Livro 03","Carlos Heitor Cony, Anna Lee",190 páginas,6h 20m,3.2,17,0,27,0,0,0,0,7
Não tenha medo de gerenciar seu chefe -,Bruce Tulgan,176 páginas,5h 52m,3.7,68,16,153,2,4,3,2,38
Curso Intensivo sobre o Amor -,Steve Ward e JoAnn Ward,128 páginas,4h 16m,2.7,26,5,56,1,1,1,0,19
Alice de novo -,Judi Curtin,208 páginas,6h 56m,3.6,178,4,337,0,8,3,5,109
A palavra é Futuro -,Gabriel Perissé,160 páginas,5h 20m,3.7,1,0,7,1,0,0,0,3
A história -,The Zondervan Corporation,448 páginas,14h 56m,4.2,40,9,177,0,9,1,8,25
Tudo pode mudar -,Jonathan Tropper,288 páginas,9h 36m,3.7,445,17,545,1,14,35,29,320
Toques Quentes – Como apimentar o seu relacionamento - 2ª edição,Valéria Walfrido,120 páginas,4h 0m,2.5,7,2,51,0,1,0,0,5
Sinatra -,Anthony Summers,768 páginas,1d 1h 36m,4.1,57,8,164,0,1,3,9,38
Setor 27 – Ameaça Nuclear -,Daniel Pedrosa,392 páginas,13h 4m,4.2,101,9,249,0,1,22,6,83
Quem você quer ser? -,Maria Shriver,96 páginas,3h 12m,3,124,2,177,0,3,6,5,78
O Reino - As Aventuras dos Fargo - Livro 03,"Clive Cussler, David Michaels, Grant Blackwood",336 páginas,11h 12m,3.7,552,34,772,1,28,56,28,378
Morte no Outono -,Magdalen Nabb,200 páginas,6h 40m,3.4,17,3,56,0,0,2,0,8
Momentos de Decisão -,George W. Bush,632 páginas,21h 4m,4.2,38,6,64,1,2,4,3,23
Juramento de Sangue -,Christopher Farnsworth,400 páginas,13h 20m,3.9,175,13,236,2,4,7,19,111
Cortejo com Malícia - Some Like it Wicked (Harlequin Históricos 116) - Duquesas Ousadas 1/2,Carole Mortimer,256 páginas,8h 32m,3.9,181,1,102,1,1,12,12,140
Coroa de Landes -,Catherine Fisher,272 páginas,9h 4m,3.2,125,7,276,1,10,5,3,88
Como criar em Iluminação -,DESIGN MUSEUM,112 páginas,3h 44m,3.9,13,2,17,0,0,1,0,9
Como criar em Arquitetura  -,Design Museum,112 páginas,3h 44m,3.9,34,10,52,1,0,0,0,19
Charlotte Street - Um Romance Engraçado e Irreverente,Danny Wallace,399 páginas,13h 18m,3.3,3655,241,3142,6,645,245,211,2511
Amante da Fantasia (Série Dark Hunter  #1) - Série Dark Hunter 1,Sherrilyn Kenyon,336 páginas,11h 12m,4.2,1313,12,649,3,4,79,255,937
A Vinha Assassina -,Shepard Rifkin,360 páginas,12h 0m,3.4,48,2,61,0,3,3,2,33
A Arte Natural da Sedução - Como Abordar As Mulheres e Se Tornar Um Mestre da Conquista,Richard La Ruina,160 páginas,5h 20m,3.4,196,31,373,4,6,7,10,126
Como Criar Uma Cadeira  - Série Como Criar,Design Museum,112 páginas,3h 44m,3.7,18,4,57,0,2,0,0,10
Como criar em Tipografia  -,Design Museum,112 páginas,3h 44m,3.5,39,3,37,1,2,0,2,22
Você acredita em milagres? -,Anderson Cavalcante,156 páginas,5h 12m,4.1,125,1,47,0,1,4,7,116
Pais Inteligentes Enriquecem Seus Filhos -,Gustavo Cerbasi,176 páginas,5h 52m,4.1,298,39,930,2,9,16,13,192
Os Caçadores de Fantasmas - Atrás de Uma Pista Fria,Cornelia Maria Funke,128 páginas,4h 16m,3.6,37,1,52,0,0,3,6,27
Felicidade em Tempos Difíceis -,Andrew Matthews,192 páginas,6h 24m,4.1,55,10,77,2,2,5,9,36
Bumerangue -,Michael Lewis,224 páginas,7h 28m,3.9,264,23,238,0,6,12,9,185
A Tríade do Tempo - Um modelo comprovado para organizar sua vida e aumentar sua produtividade e seu equilíbrio,Christian Barbosa,256 páginas,8h 32m,3.9,2831,744,3531,27,245,242,92,1945
Toda a Verdade (Shaw #1) -,David Baldacci,304 páginas,10h 8m,4,850,33,697,2,32,37,51,554
Quebre Todas as Regras -,Marcus Buckingham,320 páginas,10h 40m,3.9,57,19,305,2,4,0,8,21
Projeto felizes para sempre -,Alisa Bowman,256 páginas,8h 32m,3.5,99,7,127,1,3,4,7,56
O Real Itamar - Uma Biografia,Ivanir Yazbeck,352 páginas,11h 44m,4.3,16,0,21,0,0,3,1,10
"O Mistério Maia  - História, Ciência e o Fim dos Tempos",Anthony Aveni,184 páginas,6h 8m,3.8,19,3,110,0,2,1,2,8
Guia Prático dos Tecidos -,Maria Helena Daniel,312 páginas,10h 24m,4.3,43,11,254,0,1,2,2,18
Chaplin - Uma biografia definitiva,David Robinson,792 páginas,1d 2h 24m,4.3,294,68,983,0,32,7,53,181
Angelina -,Andrew Morton,384 páginas,12h 48m,4,88,8,124,0,5,4,8,52
A Batalha dos Deuses -,"Juliano Sasseron, ESTEVAN LUTZ, Márson Alquati, Felipe Santos, Simone O. Marques, Sérgio Pereira Couto",176 páginas,5h 52m,4.2,74,5,369,0,6,5,10,54
Um outro olhar -,Hugues de Montalembert,106 páginas,3h 32m,3.6,58,6,39,2,2,5,4,41
O Dom Supremo - 2001,"Henry Drummond, Paulo Coelho",96 páginas,3h 12m,3.7,4359,44,928,9,44,71,9,1984
Não Sou Um Anjo -,Tom Bower,494 páginas,16h 28m,3.6,131,29,141,1,10,13,6,102
Marcelo no Mundo Real -,Francisco X. Stork,334 páginas,11h 8m,3.8,83,1,157,0,0,4,5,52
Fome (Gone  #02) - Gone - Livro 2,Michael Grant,532 páginas,17h 44m,4.3,1610,62,2224,4,42,49,204,1083
Destinos Cruzados (Beijada Por Um Anjo #4) - Beijada por um Anjo 4,Elizabeth Chandler,288 páginas,9h 36m,3.8,7400,73,4538,6,114,144,468,3980
As mais belas palavras de todos os tempos -,Steven K. Scott,608 páginas,20h 16m,4.2,20,8,65,1,2,0,1,7
Ahmnat (Ahmnat #1) - Os Amores da Morte,Julien De Lucca,368 páginas,12h 16m,4.2,577,41,855,3,70,42,104,451
Agente Amélia – o diamante fantasma! -,Michael Broad,144 páginas,4h 48m,4,106,5,15,0,1,5,3,61
Whisky de A a Y: o guia perfeito para um bom apreciador  -,Helen Arthur,160 páginas,5h 20m,5,4,0,7,0,0,2,2,3
Tudo Sobre Truques e Adestramento de Cães - Todas as dicas para transformar o cão mais travesso em um animal de estimação bem-comportado,Bielakiewicz J. Gerilyn,314 páginas,10h 28m,3.8,28,13,162,1,2,2,3,17
Cantarzo (Saga O Vampiro Rei #3) - O Vampiro Rei - Livro 3,André Vianco,512 páginas,17h 4m,4.1,6563,95,3562,7,97,66,67,3338
"O TEMPO NÃO TEM IDADE - Nem passado, nem presente, nem futuro",Pedro Paulo Monteiro,128 páginas,4h 16m,4.3,7,2,15,0,1,0,1,3
Os Números Governam sua Vida - A influência velada das probabilidades e da estatística em tudo que você faz,Kaiser Fung,186 páginas,6h 12m,3.8,15,1,107,0,0,2,2,12
Metade do Céu - Transformando a opressão em oportunidades para as mulheres de todo o mundo,"Nicholas D. Kristof, Sheryl Wudunn",328 páginas,10h 56m,4.5,54,9,171,0,3,1,11,38
Essas Coisas Ocultas -,Heather Gudenkauf,352 páginas,11h 44m,4.1,527,22,604,2,16,45,46,391
Era uma vez uma empresa -,Gabriel García de Oro,200 páginas,6h 40m,3.9,27,5,36,1,1,1,2,14
Deus nunca dorme -,Regina Brett,240 páginas,8h 0m,4.4,54,8,72,0,1,2,5,28
Culinária Infantil 3 -,Ieda Luiza Minuscoli,128 páginas,4h 16m,0,1,0,8,0,0,0,0,0
Como se defender de ataques verbais -,Barbara Berckhan,112 páginas,3h 44m,3.5,693,75,622,0,24,43,22,440
"Como fazer o amor dar certo - Nove princípios básicos para construir uma relação saudável, feliz e duradoura",Steven Carter,176 páginas,5h 52m,3.7,83,15,147,0,8,5,7,44
Como - Por que o Como fazer algo significa tudo...nos negócios (e na vida),Dov Seidman,408 páginas,13h 36m,4.5,14,5,47,0,0,1,0,13
Amar o próximo -,Wayne Jacobsen,144 páginas,4h 48m,4.3,19,5,55,0,1,1,2,11
A dieta dos 17 dias -,Mike Moreno,240 páginas,8h 0m,3.1,177,21,140,1,27,3,3,97
1001 discos para ouvir antes de morrer - selecionados e comentados por 90 críticos de renome internacional,Robert Dimery,960 páginas,1d 8h 0m,4.2,1876,469,1642,27,59,34,25,1199
Minha Alma Para Levar - Gritos da Alma,Rachel Vincent,350 páginas,11h 40m,4,347,10,525,0,7,21,28,259
"Eu, você e os outros -",Fernando Bond,96 páginas,3h 12m,4.1,14,2,24,0,2,1,0,6
Caçadores de Zumbis - Ilustrações Steve Wolfhard,John Kloepfer,224 páginas,7h 28m,3.9,195,17,74,2,2,5,16,122
Relacionamento - Sinais de Perigo no Casamento,Nataniel Sabino,79 páginas,2h 38m,0,0,0,7,0,0,0,0,0
Quando me conheci - Quem sou? Aonde vou? Com quem? As três perguntas que você deve fazer para encontrar seu caminho,Jorge Bucay,224 páginas,7h 28m,3.9,180,33,319,2,22,5,21,92
Planejamento - Sinais de Perigo no Casamento,Nataniel Sabino,55 páginas,1h 50m,0,0,0,6,0,0,0,0,0
O que as esposas/maridos não devem fazer - Um manual clássico de boas maneiras para um casamento feliz,Blanche Ebbutt,112 páginas,3h 44m,3,21,0,21,0,0,3,1,14
O Poder da Palavra de Deus - Como Alcançar a Cura,Derek Prince,225 páginas,7h 30m,4,2,0,42,1,0,0,0,1
O Enigma da Bíblia - Vol. I - A Tormenta,Leonardo Born,496 páginas,16h 32m,4.2,18,2,82,0,1,16,6,57
O Deus Desconhecido -,Syl Farney,122 páginas,4h 4m,3.3,7,0,10,0,0,1,0,7
O Começo - Sinais de Perigo no Namoro,Nataniel Sabino,64 páginas,2h 8m,4.3,2,2,9,0,0,0,1,4
Iron Man - My journey through heaven and hell with Black Sabbath,"Tony Iommi, Tjerk Lammers",352 páginas,11h 44m,4.4,43,4,20,2,4,4,5,33
Fazendo pose - Uma história bem-humorada de como a ioga transformou a vida de uma mulher em crise,Claire Dederer,336 páginas,11h 12m,3.4,185,14,105,0,21,9,10,117
Deus está comigo - Orações para o crescimento pessoal,Rosa Almada,96 páginas,3h 12m,4,53,8,45,0,2,4,6,42
Curso básico para resolver problemas - e tomar boas decisões,Ken Watanabe,128 páginas,4h 16m,3.7,147,7,124,2,1,3,7,95
A Decisão - Sinais de Perigo no Namoro,Nataniel Sabino,42 páginas,1h 24m,2,3,0,19,0,0,0,0,1
Heróis da paz - o que ganhadores do Prêmio Nobel da Paz têm a nos dizer,"Irwin Abrams, (Org.)",144 páginas,4h 48m,4,16,0,22,0,0,2,2,10
Asas - O Misterioso Sr. Spines - Livro 1,Jason Lethcoe,168 páginas,5h 36m,3.8,169,6,210,1,1,13,12,121
Aposta Indecente -,Matilda Wright,240 páginas,8h 0m,3.2,171,1,175,0,3,3,10,119
O Monstrologista - Monstrologista - Livro 01,Rick Yancey,474 páginas,15h 48m,4.3,410,27,873,2,26,31,68,321
"Ideias Geniais - Os principais teoremas, teorias, leis e princípios científicos de todos os tempos",Surendra Verma,223 páginas,7h 26m,3.9,112,9,157,1,3,7,8,76
Fruto do Pecado - <i>(Boundary Lines)</i> <b>Coleção Primeiros Sucessos nº 13</b>,Nora Roberts,286 páginas,9h 32m,3.8,721,18,450,1,7,46,17,461
As 14 Pérolas da Sabedoria Judaica -,Ilan Brenman,53 páginas,1h 46m,4.2,28,2,38,0,0,1,1,14
Heróis e exílios  - Ícones gays através dos tempos,Tom Ambrose,216 páginas,7h 12m,4,83,8,124,0,0,6,9,56
Problemas? Oba!   - A Revolução para Você Vencer no Mundo dos Negócios,Roberto Shinyashiki,160 páginas,5h 20m,3.8,1036,151,885,1,36,60,39,583
O Poder do Perdão - Perdoar as pessoas pode mudar sua vida para sempre,Janise Beaumont,176 páginas,5h 52m,3.3,33,7,86,0,0,2,2,15
Manual do Noivo - Um Guia Prático Para Sobreviver E Até Se Divertir No Dia Mais Importante Da Vida,Shandon Fowler,208 páginas,6h 56m,4.2,34,3,35,0,3,2,0,17
"Manual da noiva - Um guia prático e completo para organizar, sem estresse, o casamento dos seus sonhos",Carrie Denny,224 páginas,7h 28m,3.8,56,14,199,0,1,2,5,25
Como narrar uma história (Guias do Escritor #3) - Da imaginação à escrita: todos os passos para transformar uma ideia num romance ou num conto,Silvia Adela Kohan,88 páginas,2h 56m,3.8,135,12,338,0,4,5,1,93
Como criar filhos autoconfiantes - 40 maneiras de ajudar as crianças a desenvolver segurança e autonomia,Anthony Gunn,224 páginas,7h 28m,4.5,29,6,57,0,2,0,2,13
C@$h! - Como Criar Negócios Altamente Lucrativos Na Internet -,Joel Comm,280 páginas,9h 20m,3.6,27,4,62,1,1,2,2,16
Atitudes Para Enriquecer - Mude Seu Compormento Financeiro e Comece a Ficar Rico Já.,Barry Bridger,127 páginas,4h 14m,3.7,11,1,23,0,1,1,0,9
"Reeduque seu Cérebro, Remodele seu Corpo - Uma revolução no cérebro que fará você perder peso",Georgia D. Andrianopoulos,246 páginas,8h 12m,3.8,28,15,137,0,1,1,2,14
Planeta Azul em Algemas Verdes - O que está correndo perigo: o clima ou a liberdade?,Václav Klaus,122 páginas,4h 4m,4.5,22,3,37,0,0,0,0,13
Guia Off-Road - 101 dicas para não ficar agarrado,Emilio Camanzi,80 páginas,2h 40m,4,4,0,4,0,0,0,0,2
Estreitando a lacuna da Inovação - Como reacender a centelha da criatividade na economia global,Judy Estrin,229 páginas,7h 38m,5,2,1,11,0,0,0,1,2
A Marca Chamada Você - Crie uma marca pessoal de destaque e expanda seus negócios,Peter Montoya,289 páginas,9h 38m,3.6,31,10,83,0,3,2,4,24
A coragem que vem de dentro - Histórias de pessoas que superaram grandes traumas,Staël Gontijo,144 páginas,4h 48m,4.3,18,0,9,0,0,1,3,7
O mergulho no abismo - COLEÇÃO O FIM DO MUNDO Vol. 3,Jonathan Cash,160 páginas,5h 20m,3.6,12,0,23,0,0,1,0,8
O Despertar da Escuridão - Coleção Fim do Mundo Vol. 1,Jonathan Cash,144 páginas,4h 48m,3.2,29,0,65,0,0,0,0,21
Minha irmã vampira - Trocadas,Sienna Mercer,192 páginas,6h 24m,3.7,405,20,160,0,6,9,22,224
A profecia verdadeira - COLEÇÃO O FIM DO MUNDO Vol. 2,Jonathan Cash,164 páginas,5h 28m,3.8,16,0,28,0,0,0,0,9
AS 14 Perolas Budistas -,Ilan Brenman,64 páginas,2h 8m,4.3,49,1,27,0,0,0,2,26
Liga-me -,Sarah Mlynowski,240 páginas,8h 0m,3.9,49,1,167,0,2,3,1,34
As Aventuras de Nim -,Wendy Orr,196 páginas,6h 32m,4,26,0,20,0,1,4,3,14
História das invenções  - Do machado de pedra às tecnologias da informação,Trevor I. Williams,320 páginas,10h 40m,3.9,21,5,40,0,0,1,0,13
E Tem Outra Coisa... (O Guia do Mochileiro das Galáxias #6) - O Guia do Mochileiro das Galáxias - Vol. 6,"Eoin Colfer,  Douglas Adams",368 páginas,12h 16m,3.7,4455,174,8856,3,166,119,238,2507
Primeiros socorros para cães e gatos -,Amy D. Shojai,432 páginas,14h 24m,4.3,59,28,218,4,3,1,6,34
Trocando uma Ideia -,GEERT DE KOCHERE,76 páginas,2h 32m,4.3,24,1,16,0,0,0,4,15
Beleza do Corpo na Dinâmica do Envelhecer -,Pedro Paulo Monteiro,144 páginas,4h 48m,4,3,0,7,0,0,0,0,1
O Esquadrão Guilhotina -,Guillermo Arriaga,165 páginas,5h 30m,3.5,52,2,23,0,1,1,1,36
A Ilha de Nim -,Wendy Orr,120 páginas,4h 0m,4.1,312,13,49,3,8,3,18,195
"Envelhecer ou Morrer, eis a questão -",Pedro Paulo Monteiro,120 páginas,4h 0m,4.3,5,0,11,0,0,0,0,3
Estrela Oculta - Trilogia As Estrelas de Mithra - livro 01,Nora Roberts,288 páginas,9h 36m,3.9,1407,23,513,4,14,34,10,717
Na ponta da língua - como escapar das pegadinhas do português,Professor Helinho,168 páginas,5h 36m,0,2,1,2,0,0,0,0,0
Estrada Real - Caminhos do Espinhaço -,Diva Dorothy Safe de A. Carneiro,198 páginas,6h 36m,5,1,0,2,0,0,0,0,1
Entre socos e afagos,Hélio Eymard de Lima Barbosa Mello,155 páginas,5h 10m,3,0,0,0,1,0,0,0,1
Dez conversas - diálogo com poetas comtemporaneos,Fabrício Marques,272 páginas,9h 4m,4,7,1,3,0,0,0,0,4
Frases Para Todas As Ocasioes,Martha Toffolo,216 páginas,7h 12m,4,0,0,1,0,0,0,0,1
A mulher de 40: sua sexualidade e seus afetos -,Regina Beatriz de Resende Silva,120 páginas,4h 0m,3.4,15,1,21,0,1,5,0,13
A Mente e o Significado da Vida -,Pedro Paulo Monteiro,200 páginas,6h 40m,4.2,11,1,11,1,0,0,0,5
Amor de Verão - Segunda Natureza & Retratos de Um Verão,Nora Roberts,476 páginas,15h 52m,3.8,1269,14,408,3,21,31,50,561
Shantaram -,Gregory David Roberts,820 páginas,1d 3h 20m,4.6,602,94,1248,3,37,42,11,435
Sobre História -,Eric J. Hobsbawm,336 páginas,11h 12m,4.1,489,105,678,4,23,17,19,260
